,cU,eU
0,10,0.34490800226959145
1,20,0.20522818699509493
2,30,0.11354053687710272
3,40,0.12653606124735092
4,50,0.11087112688806677
5,60,0.09810367099601089
6,70,0.12039509913572562
7,80,0.08048600911026263
8,90,0.10667436851047193
9,100,0.08287059081334444
10,110,0.06807297539405967
11,120,0.07376505616451166
12,130,0.06804075433791787
13,140,0.08973002027862964
14,150,0.06658968840656951
15,160,0.05372031267495547
16,170,0.06102173540165538
17,180,0.05396839611513885
18,190,0.05849789957031386
19,200,0.04445289135070614
20,210,0.06387233646028594
21,220,0.049295454901672475
22,230,0.047740086250888755
23,240,0.061868008199595224
24,250,0.057831173284817274
25,260,0.0512753145323883
26,270,0.050277534738904096
27,280,0.054622878638739006
28,290,0.0432502968966191
29,300,0.05546462591242977
30,310,0.04875821885535283
31,320,0.05716298428245693
32,330,0.046174753054512255
33,340,0.04081436134040896
34,350,0.045151798569744536
35,360,0.04923068320722804
36,370,0.02603217745935927
37,380,0.04583404884475052
38,390,0.041517136892079
39,400,0.03621142578616141
40,410,0.0315357164329853
41,420,0.04088218907997594
42,430,0.03175660127480502
43,440,0.04455709006227541
44,450,0.03668554790458177
45,460,0.03915078867281117
46,470,0.027986006853281953
47,480,0.038579138668151804
48,490,0.0373451901795939
49,500,0.03311221387315209
50,510,0.04129876241554599
51,520,0.030622101780002985
52,530,0.029122196310062527
53,540,0.03225598118537197
54,550,0.032910198569728696
55,560,0.036552565066248564
56,570,0.027886976286882942
57,580,0.026308927146848172
58,590,0.036391555844057864
59,600,0.024235489829531463
60,610,0.03520793419073825
61,620,0.02869623437956863
62,630,0.028187098880188822
63,640,0.022196573013625154
64,650,0.02654434414171286
65,660,0.031111695634839398
66,670,0.032675798040260204
67,680,0.03177471134482952
68,690,0.031182124106297816
69,700,0.03145964178141464
70,710,0.0234427265416697
71,720,0.029413356323009253
72,730,0.03186440346004886
73,740,0.02966003678950569
74,750,0.028204137989091892
75,760,0.027420097253256708
76,770,0.031962737121939956
77,780,0.02563896217580077
78,790,0.028903404971200575
79,800,0.02757870367057259
80,810,0.02453972442739679
81,820,0.03145923083786907
82,830,0.028603545445019835
83,840,0.02751846777836675
84,850,0.023192293470178007
85,860,0.022506165686031285
86,870,0.02409093290384006
87,880,0.0280491942785199
88,890,0.025899975833951205
89,900,0.030679281443805318
90,910,0.03182893547953416
91,920,0.026059241002335566
92,930,0.020116553125327417
93,940,0.027368595631239324
94,950,0.0284822882581441
95,960,0.0298145388723018
96,970,0.022710764848092622
97,980,0.027132859949984656
98,990,0.022021963356116024
99,1000,0.025032502042299853
100,1010,0.028083052780789607
101,1020,0.02278741062867809
102,1030,0.02911834042801515
103,1040,0.028484587277558104
104,1050,0.02200781243307502
105,1060,0.02812517042445673
106,1070,0.026959471263776846
107,1080,0.029124068046743508
108,1090,0.021393596048432627
109,1100,0.02770601076449484
110,1110,0.028843928404239615
111,1120,0.019459667168851245
112,1130,0.02274589424273371
113,1140,0.019901881824817707
114,1150,0.028158766655612493
115,1160,0.021162204264897597
116,1170,0.02296617347461375
117,1180,0.020059789589429968
118,1190,0.026493396823473143
119,1200,0.020306234900249128
120,1210,0.022340936029656772
121,1220,0.0239230141029104
122,1230,0.02473392300523681
123,1240,0.021108528192114062
124,1250,0.017820189981629597
125,1260,0.025509590469461118
126,1270,0.024207212313744716
127,1280,0.023674403169099197
128,1290,0.02374122183099168
129,1300,0.01936130013867135
130,1310,0.02301319064305773
131,1320,0.021547119371030925
132,1330,0.026507125342516324
133,1340,0.020243370000245085
134,1350,0.020448765207325276
135,1360,0.028820336372848226
136,1370,0.01753060903350583
137,1380,0.02111535726715045
138,1390,0.018372450068209638
139,1400,0.024030661386936387
140,1410,0.019631929275840704
141,1420,0.028343435957997522
142,1430,0.02035848176760291
143,1440,0.021963076529721463
144,1450,0.017007734882450973
145,1460,0.01861599952557919
146,1470,0.022083709731626024
147,1480,0.019164292119880626
148,1490,0.018260734207136385
149,1500,0.01615096630889462
150,1510,0.020866756754098204
151,1520,0.01991400291743874
152,1530,0.024138104278656404
153,1540,0.019169760143460484
154,1550,0.02383501337451758
155,1560,0.01727160626986037
156,1570,0.022585680109555566
157,1580,0.02223944327258688
158,1590,0.02185064466351058
159,1600,0.01711392540763116
160,1610,0.018629104003207407
161,1620,0.01881374442914463
162,1630,0.015938065342758035
163,1640,0.018663023556317236
164,1650,0.019744235553044297
165,1660,0.01966746366760271
166,1670,0.020220850179106714
167,1680,0.02076818655385085
168,1690,0.015763901564679602
169,1700,0.020045266687256518
170,1710,0.017117460977894884
171,1720,0.016549469431372508
172,1730,0.016765054639464576
173,1740,0.021532894615013665
174,1750,0.017744646810727842
175,1760,0.019311753748766182
176,1770,0.019112456781023503
177,1780,0.02066686245490031
178,1790,0.022026474212859404
179,1800,0.021520758449707984
180,1810,0.01671731801799755
181,1820,0.0177164678389694
182,1830,0.017485321993043063
183,1840,0.015949695413183272
184,1850,0.01991554475751034
185,1860,0.014782424148904825
186,1870,0.019925701622505378
187,1880,0.017117452269237332
188,1890,0.016093579484200652
189,1900,0.0181797288515121
190,1910,0.018825236265470478
191,1920,0.020003645893189398
192,1930,0.022025771835723604
193,1940,0.019684698551260676
194,1950,0.018318203450024672
195,1960,0.021834829474438648
196,1970,0.016361340874332865
197,1980,0.01535380141810599
198,1990,0.0184906210469408
