,cV,eV
0,10,0.15477918798274407
1,20,0.12095103142082997
2,30,0.08475690599890172
3,40,0.08493874685692905
4,50,0.08142984965624828
5,60,0.06831372201344776
6,70,0.045787413103270634
7,80,0.047354495109318974
8,90,0.07303364913385943
9,100,0.051016382979457764
10,110,0.07150276434446054
11,120,0.04317816552383012
12,130,0.06010687257447382
13,140,0.06268446871138753
14,150,0.05329091220466429
15,160,0.05938012075569824
16,170,0.04557178293455368
17,180,0.05082760687725711
18,190,0.055542943457599345
19,200,0.04077757875397303
20,210,0.044958743818309485
21,220,0.04353865791731671
22,230,0.031134063937516897
23,240,0.047433771872113
24,250,0.04100252763124114
25,260,0.037783121890948936
26,270,0.03848657770931884
27,280,0.04950020649311697
28,290,0.03488641317155681
29,300,0.03839036131051193
30,310,0.03996187808297722
31,320,0.0401693022993652
32,330,0.03495249996387425
33,340,0.03203389051497098
34,350,0.029957494923856454
35,360,0.033102146995144785
36,370,0.03231721802840053
37,380,0.027049447852806507
38,390,0.02092171492915912
39,400,0.02399607096008773
40,410,0.03500659122373526
41,420,0.030306244268260653
42,430,0.030207950091748047
43,440,0.0338745351681486
44,450,0.0249502274174127
45,460,0.028287016959376594
46,470,0.033674811541839864
47,480,0.034419110748834726
48,490,0.02307753445648176
49,500,0.03505671825364111
50,510,0.020753839294188944
51,520,0.027120442779574944
52,530,0.027482363768136252
53,540,0.02658582143912605
54,550,0.02343946744689914
55,560,0.02325661374274841
56,570,0.02313089013213679
57,580,0.02952739199811555
58,590,0.027056347590589093
59,600,0.026297138023009863
60,610,0.029524130721585322
61,620,0.027399500937454073
62,630,0.027237460325809832
63,640,0.025225927176179476
64,650,0.019608783390776242
65,660,0.024116387713603298
66,670,0.03033497953520562
67,680,0.02260077696743957
68,690,0.027473955659879767
69,700,0.028812644765970404
70,710,0.022698510353509987
71,720,0.03427828933242405
72,730,0.019868596453376
73,740,0.021486028345313025
74,750,0.026842731352154765
75,760,0.02659986517741139
76,770,0.0323405543577165
77,780,0.034377053658917925
78,790,0.019956015946497957
79,800,0.02743239238265598
80,810,0.024281198645403308
81,820,0.02030955546409855
82,830,0.02678961845890847
83,840,0.02714801206056308
84,850,0.01620711027558253
85,860,0.022020386342395473
86,870,0.016981359871729957
87,880,0.021105185247242694
88,890,0.0195933178148065
89,900,0.025923407378337128
90,910,0.028838340173465243
91,920,0.028686145019818938
92,930,0.016697566598099046
93,940,0.024546782206910898
94,950,0.026149066264301142
95,960,0.02457556463555027
96,970,0.01593005767548812
97,980,0.021174648127206562
98,990,0.02534881501546657
